Event number of finishers,age_at_race,hours,avgtemp,Elevation gain
130.0,45.0,15.285833333333333,25.0,10000.0
159.0,51.0,15.464444444444444,22.0,3200.0
141.0,56.0,17.73027777777778,19.0,10000.0
172.0,43.0,15.678611111111111,22.0,10000.0
143.0,36.0,9.820833333333333,27.0,10000.0
193.0,46.0,20.26944444444445,23.0,3200.0
63.0,47.0,14.823333333333334,21.0,9000.0
201.0,36.0,16.450555555555557,23.0,10000.0
197.0,47.0,17.149722222222223,18.0,3200.0
164.0,46.0,12.405,26.0,6000.0
100.0,55.0,11.104444444444445,4.0,4000.0
140.0,40.0,11.919444444444444,22.0,6000.0
172.0,41.0,12.54527777777778,22.0,10000.0
63.0,46.0,14.355277777777776,21.0,9000.0
58.0,39.0,10.369722222222222,22.0,6000.0
141.0,58.0,14.495,19.0,10000.0
109.0,34.0,9.311944444444444,11.0,4000.0
221.0,51.0,11.525833333333331,22.0,3200.0
170.0,46.0,17.435555555555556,26.0,10000.0
121.0,36.0,10.9325,18.0,10000.0
40.0,44.0,16.850277777777777,28.0,5600.0
109.0,42.0,13.947777777777778,19.0,3200.0
138.0,45.0,17.386111111111113,23.0,6000.0
103.0,55.0,12.806944444444444,12.0,4000.0
77.0,60.0,14.414722222222222,29.0,5600.0
79.0,53.0,15.885555555555555,9.0,11000.0
97.0,52.0,15.563333333333333,18.0,3200.0
97.0,43.0,15.379166666666666,28.0,5600.0
166.0,54.0,12.882222222222222,24.0,10000.0
44.0,27.0,13.48,29.0,5600.0
199.0,45.0,14.184166666666666,24.0,3200.0
124.0,52.0,11.876111111111111,9.0,4000.0
54.0,53.0,18.423333333333332,21.0,11000.0
164.0,46.0,9.476944444444444,26.0,6000.0
189.0,46.0,12.434722222222222,21.0,6000.0
143.0,44.0,12.911666666666669,27.0,10000.0
151.0,37.0,14.287222222222224,23.0,6000.0
109.0,51.0,14.32,17.0,4000.0
121.0,40.0,9.909444444444444,18.0,10000.0
60.0,30.0,11.803611111111111,28.0,5600.0
83.0,63.0,19.088055555555556,25.0,3200.0
49.0,46.0,18.22388888888889,10.0,11000.0
84.0,43.0,11.822777777777778,10.0,4000.0
17.0,29.0,12.869166666666668,18.0,9000.0
189.0,28.0,8.470555555555556,21.0,6000.0
154.0,31.0,14.415555555555557,24.0,10000.0
138.0,23.0,13.704444444444444,23.0,6000.0
161.0,35.0,12.738055555555556,24.0,3200.0
126.0,37.0,12.484722222222222,15.0,3200.0
123.0,42.0,15.436388888888889,26.0,3200.0
221.0,32.0,17.999444444444446,22.0,3200.0
201.0,45.0,17.75111111111111,23.0,10000.0
91.0,53.0,17.11638888888889,28.0,5600.0
199.0,49.0,17.418055555555554,24.0,3200.0
71.0,50.0,17.420833333333334,12.0,11000.0
42.0,48.0,17.273055555555555,20.0,6000.0
60.0,49.0,18.20861111111111,27.0,5600.0
126.0,52.0,14.390833333333331,15.0,3200.0
72.0,52.0,15.994444444444444,16.0,11000.0
154.0,52.0,11.749166666666667,24.0,10000.0
109.0,46.0,10.766111111111112,11.0,4000.0
201.0,42.0,16.649166666666666,23.0,10000.0
172.0,38.0,14.508888888888889,22.0,10000.0
189.0,39.0,12.8,21.0,6000.0
66.0,34.0,23.90888888888889,6.0,11000.0
121.0,34.0,10.787222222222224,18.0,10000.0
138.0,47.0,18.025833333333335,23.0,6000.0
78.0,61.0,17.395555555555557,19.0,4000.0
197.0,54.0,12.83,18.0,3200.0
79.0,58.0,26.0525,9.0,11000.0
140.0,45.0,12.800833333333332,22.0,6000.0
199.0,39.0,12.724444444444444,24.0,3200.0
92.0,51.0,13.283055555555556,15.0,4000.0
199.0,57.0,17.962222222222223,24.0,3200.0
189.0,28.0,10.633611111111112,21.0,6000.0
156.0,35.0,12.87888888888889,23.0,6000.0
83.0,52.0,16.330555555555556,28.0,5600.0
109.0,47.0,11.662222222222224,11.0,4000.0
123.0,37.0,19.398888888888887,26.0,3200.0
72.0,57.0,27.058055555555555,16.0,11000.0
109.0,40.0,11.34027777777778,17.0,4000.0
103.0,42.0,10.803055555555556,12.0,4000.0
189.0,31.0,11.850277777777778,21.0,6000.0
193.0,33.0,15.551111111111112,23.0,3200.0
63.0,53.0,13.381666666666666,8.0,11000.0
128.0,54.0,14.90277777777778,21.0,10000.0
126.0,35.0,13.214444444444444,15.0,3200.0
130.0,24.0,12.566666666666666,25.0,10000.0
172.0,27.0,15.219444444444443,22.0,10000.0
199.0,36.0,17.413055555555555,24.0,3200.0
50.0,59.0,11.484722222222222,18.0,9000.0
160.0,31.0,13.663333333333334,21.0,6000.0
87.0,40.0,10.91,11.0,4000.0
72.0,54.0,18.514166666666668,16.0,11000.0
160.0,29.0,13.341388888888888,21.0,6000.0
108.0,23.0,11.999722222222225,22.0,6000.0
172.0,38.0,14.600277777777778,22.0,10000.0
28.0,53.0,14.495833333333334,22.0,9000.0
151.0,42.0,16.89472222222222,23.0,6000.0
60.0,50.0,14.137777777777778,27.0,5600.0
87.0,42.0,10.94138888888889,11.0,4000.0
221.0,56.0,18.78472222222222,22.0,3200.0
124.0,33.0,8.754444444444445,9.0,4000.0
66.0,33.0,14.811111111111112,6.0,11000.0
44.0,44.0,11.466666666666669,29.0,5600.0
109.0,52.0,11.616666666666667,17.0,4000.0
57.0,36.0,11.466666666666669,24.0,9000.0
201.0,58.0,12.698888888888888,23.0,10000.0
83.0,49.0,13.534444444444444,28.0,5600.0
193.0,23.0,12.176944444444445,23.0,3200.0
221.0,32.0,14.453888888888889,22.0,3200.0
156.0,56.0,12.206944444444444,23.0,6000.0
151.0,40.0,11.665555555555557,23.0,6000.0
126.0,66.0,16.61611111111111,15.0,3200.0
109.0,22.0,8.588611111111112,17.0,4000.0
156.0,57.0,11.448055555555555,23.0,6000.0
164.0,30.0,12.378333333333334,26.0,6000.0
121.0,24.0,11.8075,18.0,10000.0
42.0,56.0,18.0225,20.0,6000.0
138.0,47.0,14.786388888888888,23.0,6000.0
197.0,63.0,16.820833333333333,18.0,3200.0
193.0,54.0,15.371666666666666,23.0,3200.0
75.0,51.0,16.701944444444443,17.0,6000.0
166.0,42.0,12.37888888888889,24.0,10000.0
172.0,52.0,12.75,22.0,10000.0
143.0,37.0,15.215,27.0,10000.0
55.0,23.0,17.82472222222222,26.0,9000.0
76.0,46.0,24.196944444444444,9.0,11000.0
140.0,62.0,15.741666666666667,22.0,6000.0
128.0,46.0,14.889722222222222,21.0,10000.0
140.0,47.0,9.257222222222222,19.0,10000.0
14.0,60.0,16.394166666666667,23.0,9000.0
156.0,42.0,18.716666666666665,23.0,6000.0
91.0,50.0,13.1775,28.0,5600.0
60.0,33.0,17.55388888888889,27.0,5600.0
58.0,45.0,10.801388888888887,22.0,6000.0
28.0,49.0,18.514166666666668,22.0,9000.0
140.0,44.0,11.621666666666666,19.0,10000.0
108.0,47.0,11.1625,22.0,6000.0
193.0,65.0,17.301944444444445,23.0,3200.0
60.0,44.0,16.578611111111112,27.0,5600.0
91.0,36.0,12.085555555555556,28.0,5600.0
166.0,35.0,12.41638888888889,24.0,10000.0
172.0,39.0,8.811944444444444,22.0,10000.0
138.0,43.0,11.691944444444443,23.0,6000.0
102.0,42.0,12.798055555555557,20.0,3200.0
146.0,50.0,11.857222222222225,21.0,6000.0
221.0,49.0,15.415277777777778,22.0,3200.0
97.0,36.0,16.253055555555555,18.0,3200.0
66.0,38.0,12.288055555555555,15.0,11000.0
55.0,38.0,14.466666666666669,21.0,11000.0
97.0,49.0,17.341666666666665,28.0,5600.0
128.0,37.0,10.440833333333334,21.0,10000.0
189.0,43.0,12.450833333333334,21.0,6000.0
197.0,43.0,16.78472222222222,18.0,3200.0
60.0,34.0,17.444444444444443,27.0,5600.0
83.0,38.0,9.651666666666667,25.0,3200.0
109.0,49.0,12.237777777777778,19.0,3200.0
92.0,63.0,18.17972222222222,15.0,4000.0
40.0,49.0,12.469722222222222,20.0,9000.0
146.0,35.0,17.36916666666667,21.0,6000.0
92.0,48.0,12.082222222222224,15.0,4000.0
143.0,48.0,11.618611111111113,27.0,10000.0
78.0,64.0,12.855,19.0,4000.0
126.0,44.0,18.74,15.0,3200.0
65.0,47.0,25.045,9.0,11000.0
75.0,59.0,12.171944444444444,17.0,6000.0
221.0,37.0,18.373333333333335,22.0,3200.0
130.0,32.0,14.613888888888887,25.0,10000.0
123.0,48.0,17.400833333333335,26.0,3200.0
141.0,37.0,9.227777777777778,19.0,10000.0
156.0,35.0,8.9025,23.0,6000.0
128.0,41.0,16.42972222222222,21.0,10000.0
84.0,41.0,10.471111111111112,10.0,4000.0
103.0,71.0,14.982222222222225,17.0,3200.0
109.0,54.0,11.877222222222224,11.0,4000.0
103.0,40.0,16.894166666666667,17.0,3200.0
67.0,31.0,12.65972222222222,17.0,9000.0
160.0,33.0,12.64222222222222,21.0,6000.0
221.0,72.0,23.392777777777777,22.0,3200.0
80.0,28.0,16.586944444444445,28.0,5600.0
161.0,55.0,14.154722222222222,24.0,3200.0
99.0,51.0,12.943333333333332,18.0,4000.0
172.0,42.0,16.46527777777778,22.0,10000.0
189.0,50.0,12.300277777777778,21.0,6000.0
103.0,40.0,13.694444444444445,17.0,3200.0
151.0,51.0,12.293333333333331,23.0,6000.0
83.0,43.0,18.1675,25.0,3200.0
166.0,56.0,15.431944444444444,24.0,10000.0
138.0,31.0,14.538611111111113,23.0,6000.0
221.0,48.0,25.72972222222222,22.0,3200.0
55.0,34.0,15.506388888888887,26.0,9000.0
78.0,79.0,15.102777777777778,19.0,4000.0
128.0,36.0,11.674722222222222,21.0,10000.0
170.0,33.0,14.493055555555555,26.0,10000.0
77.0,38.0,16.002222222222223,29.0,5600.0
108.0,35.0,12.195555555555556,22.0,6000.0
92.0,43.0,9.67027777777778,15.0,4000.0
91.0,53.0,14.360277777777778,28.0,5600.0
108.0,37.0,14.23277777777778,22.0,6000.0
49.0,46.0,19.503055555555555,18.0,6000.0
49.0,41.0,16.482222222222223,18.0,6000.0
166.0,54.0,12.661944444444444,24.0,10000.0
221.0,37.0,11.928611111111111,22.0,3200.0
146.0,32.0,10.969444444444443,21.0,6000.0
108.0,54.0,14.825555555555557,22.0,6000.0
201.0,53.0,13.716666666666669,23.0,10000.0
72.0,60.0,17.59,16.0,11000.0
65.0,21.0,13.815833333333334,9.0,11000.0
81.0,62.0,17.258333333333333,28.0,5600.0
82.0,51.0,13.633611111111112,10.0,11000.0
138.0,35.0,16.20611111111111,23.0,6000.0
97.0,45.0,15.84722222222222,18.0,3200.0
140.0,29.0,9.469722222222222,22.0,6000.0
140.0,35.0,17.593333333333334,19.0,10000.0
140.0,35.0,13.1475,19.0,10000.0
189.0,29.0,10.08388888888889,21.0,6000.0
61.0,45.0,16.698611111111113,21.0,9000.0
40.0,32.0,13.975,20.0,9000.0
140.0,40.0,10.185555555555556,19.0,10000.0
83.0,49.0,13.665555555555557,28.0,5600.0
65.0,54.0,17.10972222222222,9.0,11000.0
201.0,51.0,12.598888888888888,23.0,10000.0
123.0,31.0,20.732222222222223,26.0,3200.0
197.0,52.0,16.238055555555555,18.0,3200.0
72.0,47.0,18.135555555555555,16.0,11000.0
170.0,28.0,14.958333333333334,26.0,10000.0
160.0,32.0,10.665,21.0,6000.0
87.0,50.0,12.6875,11.0,4000.0
197.0,59.0,17.688333333333333,18.0,3200.0
109.0,56.0,13.739444444444445,11.0,4000.0
96.0,47.0,10.654722222222222,12.0,4000.0
63.0,57.0,12.775833333333331,21.0,9000.0
100.0,37.0,13.205,15.0,4000.0
159.0,39.0,17.94361111111111,22.0,3200.0
189.0,45.0,15.251111111111111,21.0,6000.0
102.0,57.0,15.949722222222222,20.0,3200.0
140.0,41.0,15.328611111111112,19.0,10000.0
108.0,44.0,12.108888888888888,22.0,6000.0
123.0,43.0,15.435833333333331,26.0,3200.0
103.0,43.0,9.689722222222224,12.0,4000.0
44.0,30.0,16.2675,29.0,5600.0
121.0,40.0,12.717777777777778,18.0,10000.0
197.0,42.0,16.950555555555557,18.0,3200.0
92.0,65.0,10.822222222222225,15.0,4000.0
193.0,30.0,15.613611111111112,23.0,3200.0
55.0,50.0,15.342777777777778,26.0,9000.0
91.0,36.0,12.036111111111111,28.0,5600.0
34.0,44.0,15.2075,22.0,6000.0
21.0,55.0,17.878888888888888,20.0,9000.0
109.0,56.0,13.564722222222224,17.0,4000.0
109.0,58.0,10.30888888888889,17.0,4000.0
128.0,30.0,15.7325,21.0,10000.0
58.0,50.0,16.17111111111111,28.0,5600.0
108.0,31.0,11.5075,22.0,6000.0
103.0,58.0,14.186944444444444,12.0,4000.0
156.0,44.0,13.835,23.0,6000.0
66.0,36.0,10.532777777777778,6.0,11000.0
189.0,44.0,11.717222222222222,21.0,6000.0
91.0,32.0,15.931944444444444,28.0,5600.0
71.0,36.0,15.95861111111111,12.0,11000.0
128.0,45.0,15.796666666666669,21.0,10000.0
130.0,48.0,15.925555555555556,25.0,10000.0
170.0,50.0,19.11638888888889,26.0,10000.0
55.0,50.0,16.47972222222222,26.0,9000.0
138.0,47.0,10.602777777777778,23.0,6000.0
78.0,46.0,12.916944444444445,19.0,4000.0
97.0,34.0,15.365555555555556,28.0,5600.0
109.0,33.0,13.100833333333334,19.0,3200.0
50.0,42.0,20.065833333333337,18.0,11000.0
91.0,53.0,17.546388888888888,28.0,5600.0
156.0,37.0,14.9125,23.0,6000.0
108.0,46.0,8.314722222222223,22.0,6000.0
97.0,27.0,16.28388888888889,28.0,5600.0
146.0,31.0,11.836944444444445,21.0,6000.0
77.0,45.0,15.195833333333333,29.0,5600.0
199.0,63.0,19.454166666666666,24.0,3200.0
197.0,29.0,10.164166666666668,18.0,3200.0
26.0,33.0,15.108888888888888,23.0,6000.0
97.0,31.0,15.596388888888889,28.0,5600.0
14.0,28.0,14.881944444444445,23.0,9000.0
78.0,71.0,16.095555555555556,19.0,4000.0
160.0,33.0,13.030833333333334,21.0,6000.0
161.0,35.0,16.07,24.0,3200.0
141.0,45.0,14.533055555555556,19.0,10000.0
151.0,37.0,12.3775,23.0,6000.0
44.0,34.0,17.035555555555554,29.0,5600.0
161.0,45.0,11.963611111111112,24.0,3200.0
138.0,44.0,11.5225,23.0,6000.0
71.0,34.0,18.985,12.0,11000.0
201.0,49.0,9.865833333333333,23.0,10000.0
68.0,63.0,19.26361111111111,22.0,9000.0
60.0,27.0,13.322777777777778,28.0,5600.0
91.0,35.0,13.270277777777778,28.0,5600.0
68.0,39.0,16.81,22.0,9000.0
38.0,63.0,17.41777777777778,18.0,6000.0
80.0,40.0,15.50361111111111,28.0,5600.0
97.0,50.0,19.370833333333337,28.0,5600.0
14.0,36.0,11.793333333333331,19.0,6000.0
50.0,29.0,10.83388888888889,18.0,9000.0
97.0,42.0,13.1625,18.0,3200.0
154.0,60.0,12.811666666666667,24.0,10000.0
58.0,39.0,11.865833333333333,22.0,6000.0
63.0,39.0,14.741388888888888,8.0,11000.0
100.0,51.0,14.372777777777776,4.0,4000.0
67.0,55.0,13.545555555555556,17.0,9000.0
156.0,32.0,14.518611111111111,23.0,6000.0
72.0,46.0,14.610555555555557,16.0,11000.0
92.0,38.0,11.445555555555556,15.0,4000.0
126.0,40.0,16.02111111111111,15.0,3200.0
141.0,52.0,16.965555555555557,19.0,10000.0
40.0,58.0,11.543611111111112,20.0,9000.0
130.0,41.0,14.126666666666669,25.0,10000.0
97.0,49.0,16.2,18.0,3200.0
160.0,31.0,7.821944444444444,21.0,6000.0
189.0,58.0,14.967777777777778,21.0,6000.0
60.0,57.0,16.255,27.0,5600.0
60.0,42.0,16.920833333333334,27.0,5600.0
170.0,59.0,14.970555555555556,26.0,10000.0
161.0,37.0,14.453888888888889,24.0,3200.0
172.0,48.0,11.960833333333332,22.0,10000.0
199.0,56.0,24.087222222222223,24.0,3200.0
156.0,43.0,17.178055555555556,23.0,6000.0
87.0,60.0,11.074166666666668,11.0,4000.0
66.0,51.0,22.40222222222222,15.0,11000.0
67.0,52.0,15.484444444444444,17.0,9000.0
58.0,44.0,12.077777777777778,22.0,6000.0
172.0,55.0,14.581944444444444,22.0,10000.0
109.0,26.0,9.939722222222224,11.0,4000.0
71.0,49.0,22.18,12.0,11000.0
201.0,58.0,10.106111111111112,23.0,10000.0
109.0,64.0,11.095,17.0,4000.0
197.0,34.0,13.052777777777775,18.0,3200.0
68.0,42.0,16.099444444444444,22.0,9000.0
126.0,31.0,16.897777777777776,15.0,3200.0
102.0,34.0,13.998611111111112,20.0,3200.0
76.0,62.0,23.47138888888889,9.0,11000.0
100.0,45.0,15.9475,4.0,4000.0
151.0,47.0,15.19138888888889,23.0,6000.0
100.0,39.0,11.382222222222222,15.0,4000.0
109.0,35.0,14.201944444444443,17.0,4000.0
126.0,50.0,17.08388888888889,15.0,3200.0
57.0,44.0,13.551111111111112,19.0,3200.0
143.0,34.0,15.7325,27.0,10000.0
52.0,65.0,28.31361111111111,13.0,6000.0
71.0,59.0,19.215555555555557,12.0,11000.0
160.0,28.0,9.161666666666669,21.0,6000.0
156.0,36.0,10.348611111111111,23.0,6000.0
100.0,38.0,13.082222222222224,15.0,4000.0
141.0,38.0,16.098055555555554,19.0,10000.0
160.0,25.0,8.940555555555555,21.0,6000.0
26.0,46.0,16.07138888888889,23.0,6000.0
156.0,39.0,11.695,23.0,6000.0
160.0,46.0,10.887222222222222,21.0,6000.0
61.0,57.0,19.53527777777778,21.0,9000.0
201.0,27.0,21.630555555555556,23.0,10000.0
193.0,54.0,16.461944444444445,23.0,3200.0
103.0,57.0,10.717777777777778,12.0,4000.0
151.0,38.0,15.955,23.0,6000.0
159.0,33.0,10.176666666666666,22.0,3200.0
57.0,36.0,11.774444444444445,24.0,9000.0
138.0,59.0,13.741111111111111,23.0,6000.0
108.0,28.0,9.909166666666666,22.0,6000.0
199.0,48.0,21.185,24.0,3200.0
83.0,59.0,15.315,25.0,3200.0
123.0,34.0,15.330277777777775,26.0,3200.0
140.0,40.0,15.067777777777778,22.0,6000.0
83.0,62.0,16.860555555555557,28.0,5600.0
44.0,49.0,10.863333333333332,29.0,5600.0
199.0,27.0,19.076944444444443,24.0,3200.0
151.0,39.0,9.07611111111111,23.0,6000.0
103.0,38.0,12.716111111111111,13.0,4000.0
109.0,59.0,12.650833333333331,11.0,4000.0
123.0,45.0,14.669444444444444,26.0,3200.0
55.0,43.0,24.725555555555555,21.0,11000.0
91.0,36.0,14.065,28.0,5600.0
99.0,23.0,11.8025,18.0,4000.0
58.0,46.0,16.898333333333333,28.0,5600.0
126.0,42.0,14.403333333333334,15.0,3200.0
84.0,38.0,12.3725,10.0,4000.0
92.0,32.0,9.946111111111112,15.0,4000.0
128.0,40.0,12.23638888888889,21.0,10000.0
91.0,36.0,16.647777777777776,28.0,5600.0
140.0,64.0,15.258055555555556,19.0,10000.0
49.0,57.0,15.832222222222224,10.0,11000.0
100.0,69.0,13.954444444444444,15.0,4000.0
141.0,59.0,16.824166666666667,19.0,10000.0
143.0,51.0,13.59722222222222,27.0,10000.0
141.0,49.0,13.321111111111112,19.0,10000.0
89.0,47.0,14.016944444444444,23.0,6000.0
123.0,46.0,14.639722222222222,26.0,3200.0
189.0,57.0,13.400555555555556,21.0,6000.0
121.0,46.0,11.7325,18.0,10000.0
138.0,43.0,18.113888888888887,23.0,6000.0
128.0,28.0,10.328611111111112,21.0,10000.0
72.0,18.0,19.25027777777778,16.0,11000.0
109.0,68.0,14.079444444444444,17.0,4000.0
121.0,44.0,12.205555555555556,18.0,10000.0
143.0,44.0,16.335555555555555,27.0,10000.0
164.0,43.0,13.04861111111111,26.0,6000.0
141.0,33.0,15.46888888888889,19.0,10000.0
199.0,35.0,22.683611111111112,24.0,3200.0
154.0,35.0,11.363055555555556,24.0,10000.0
156.0,41.0,11.143055555555556,23.0,6000.0
83.0,58.0,16.883055555555554,28.0,5600.0
66.0,34.0,16.23,15.0,11000.0
170.0,42.0,15.496944444444445,26.0,10000.0
164.0,58.0,15.061666666666667,26.0,6000.0
189.0,25.0,6.739722222222222,21.0,6000.0
161.0,48.0,18.092777777777776,24.0,3200.0
172.0,45.0,9.532222222222222,22.0,10000.0
143.0,58.0,13.443333333333332,27.0,10000.0
164.0,29.0,14.108055555555556,26.0,6000.0
102.0,41.0,19.20916666666667,20.0,3200.0
221.0,23.0,13.872777777777776,22.0,3200.0
146.0,29.0,14.631388888888887,21.0,6000.0
57.0,30.0,11.58611111111111,24.0,9000.0
97.0,40.0,17.551388888888887,28.0,5600.0
138.0,49.0,11.726111111111113,23.0,6000.0
221.0,42.0,18.00583333333333,22.0,3200.0
61.0,42.0,16.045277777777777,21.0,9000.0
91.0,41.0,11.930277777777778,28.0,5600.0
83.0,33.0,17.06138888888889,25.0,3200.0
109.0,41.0,14.929722222222225,19.0,3200.0
199.0,29.0,12.210555555555556,24.0,3200.0
109.0,44.0,21.020833333333332,19.0,3200.0
89.0,36.0,13.61888888888889,23.0,6000.0
151.0,27.0,12.374722222222225,23.0,6000.0
201.0,35.0,11.198888888888888,23.0,10000.0
151.0,45.0,11.677777777777775,23.0,6000.0
172.0,52.0,11.379444444444443,22.0,10000.0
124.0,56.0,13.578055555555556,9.0,4000.0
166.0,58.0,14.738611111111112,24.0,10000.0
58.0,26.0,9.6475,22.0,6000.0
159.0,61.0,16.57111111111111,22.0,3200.0
26.0,51.0,17.864444444444445,23.0,6000.0
201.0,59.0,16.88722222222222,23.0,10000.0
130.0,58.0,13.947777777777778,25.0,10000.0
197.0,34.0,14.353333333333332,18.0,3200.0
141.0,42.0,12.0775,19.0,10000.0
160.0,45.0,10.649166666666666,21.0,6000.0
87.0,53.0,13.394722222222224,11.0,4000.0
141.0,51.0,16.50583333333333,19.0,10000.0
72.0,51.0,17.427777777777777,16.0,11000.0
221.0,28.0,14.7225,22.0,3200.0
189.0,34.0,10.251111111111111,21.0,6000.0
130.0,59.0,15.797222222222222,25.0,10000.0
146.0,30.0,12.798055555555557,21.0,6000.0
76.0,45.0,21.67361111111111,9.0,11000.0
55.0,31.0,11.721944444444444,28.0,5600.0
199.0,28.0,18.495277777777776,24.0,3200.0
126.0,64.0,19.48027777777778,15.0,3200.0
151.0,64.0,19.998055555555556,23.0,6000.0
140.0,44.0,13.857222222222225,22.0,6000.0
78.0,49.0,12.863333333333332,19.0,4000.0
97.0,36.0,10.901388888888889,28.0,5600.0
55.0,36.0,13.894166666666669,28.0,5600.0
164.0,21.0,10.807222222222222,26.0,6000.0
44.0,46.0,16.491666666666667,29.0,5600.0
143.0,30.0,15.154722222222222,27.0,10000.0
141.0,31.0,15.86,19.0,10000.0
49.0,62.0,19.4275,10.0,11000.0
197.0,50.0,12.601666666666668,18.0,3200.0
197.0,51.0,18.27166666666667,18.0,3200.0
199.0,28.0,11.651111111111112,24.0,3200.0
164.0,33.0,7.625833333333333,26.0,6000.0
138.0,37.0,12.405555555555557,23.0,6000.0
57.0,43.0,15.669722222222225,19.0,3200.0
221.0,70.0,23.404444444444444,22.0,3200.0
57.0,65.0,15.863888888888887,19.0,3200.0
128.0,55.0,14.920833333333333,21.0,10000.0
96.0,51.0,11.045555555555556,12.0,4000.0
14.0,35.0,12.366111111111111,19.0,6000.0
97.0,29.0,12.690555555555555,28.0,5600.0
151.0,49.0,18.57111111111111,23.0,6000.0
172.0,50.0,15.14638888888889,22.0,10000.0
143.0,54.0,13.207222222222224,27.0,10000.0
76.0,55.0,20.455833333333334,9.0,11000.0
164.0,40.0,10.315555555555555,26.0,6000.0
124.0,68.0,15.53138888888889,9.0,4000.0
197.0,63.0,18.64527777777778,18.0,3200.0
154.0,33.0,12.90611111111111,24.0,10000.0
193.0,51.0,14.48,23.0,3200.0
140.0,50.0,11.508611111111112,22.0,6000.0
130.0,40.0,13.436388888888889,25.0,10000.0
140.0,44.0,16.621944444444445,22.0,6000.0
43.0,52.0,17.656944444444445,23.0,3200.0
140.0,34.0,16.666944444444443,19.0,10000.0
66.0,47.0,10.903611111111111,6.0,11000.0
65.0,50.0,18.34611111111111,9.0,11000.0
141.0,50.0,10.369166666666668,19.0,10000.0
121.0,41.0,10.635555555555555,18.0,10000.0
140.0,38.0,11.594166666666666,22.0,6000.0
103.0,51.0,12.759722222222225,12.0,4000.0
97.0,46.0,14.199166666666668,18.0,3200.0
102.0,33.0,12.8575,20.0,3200.0
92.0,43.0,11.794722222222225,15.0,4000.0
103.0,50.0,11.27777777777778,12.0,4000.0
130.0,52.0,11.748333333333331,25.0,10000.0
143.0,30.0,14.085277777777778,27.0,10000.0
160.0,58.0,11.1275,21.0,6000.0
141.0,55.0,15.866944444444444,19.0,10000.0
166.0,44.0,9.682222222222222,24.0,10000.0
199.0,48.0,19.274166666666662,24.0,3200.0
161.0,56.0,13.080555555555556,24.0,3200.0
83.0,49.0,15.381388888888887,28.0,5600.0
103.0,44.0,9.219722222222222,13.0,4000.0
151.0,31.0,13.641111111111112,23.0,6000.0
128.0,61.0,11.062222222222225,21.0,10000.0
197.0,53.0,15.139444444444443,18.0,3200.0
151.0,48.0,14.112222222222222,23.0,6000.0
103.0,36.0,11.476111111111113,12.0,4000.0
159.0,40.0,17.129166666666666,22.0,3200.0
109.0,58.0,12.366944444444444,17.0,4000.0
103.0,52.0,21.49194444444445,17.0,3200.0
154.0,34.0,10.594444444444443,24.0,10000.0
92.0,61.0,11.743055555555555,15.0,4000.0
60.0,26.0,11.613055555555556,28.0,5600.0
109.0,45.0,11.812222222222225,17.0,4000.0
166.0,39.0,15.547222222222222,24.0,10000.0
109.0,46.0,12.214722222222225,17.0,4000.0
49.0,44.0,21.54,18.0,6000.0
124.0,68.0,12.828611111111112,9.0,4000.0
80.0,43.0,14.937777777777775,28.0,5600.0
126.0,48.0,15.187222222222225,15.0,3200.0
109.0,43.0,11.094722222222222,17.0,4000.0
160.0,44.0,10.878055555555555,21.0,6000.0
143.0,31.0,13.412222222222224,27.0,10000.0
172.0,52.0,12.07972222222222,22.0,10000.0
109.0,53.0,13.550277777777778,11.0,4000.0
54.0,25.0,16.630277777777778,21.0,11000.0
21.0,65.0,17.88111111111111,20.0,9000.0
126.0,47.0,13.866666666666667,15.0,3200.0
58.0,53.0,15.739166666666666,28.0,5600.0
154.0,51.0,13.685,24.0,10000.0
199.0,55.0,15.602222222222222,24.0,3200.0
193.0,37.0,15.509166666666667,23.0,3200.0
60.0,37.0,16.29277777777778,28.0,5600.0
49.0,33.0,17.740277777777777,10.0,11000.0
99.0,44.0,12.23277777777778,18.0,4000.0
92.0,49.0,9.544444444444444,15.0,4000.0
170.0,29.0,14.731111111111112,26.0,10000.0
83.0,35.0,15.533611111111112,28.0,5600.0
71.0,37.0,29.295277777777777,12.0,11000.0
28.0,51.0,17.844166666666666,22.0,9000.0
170.0,55.0,19.11,26.0,10000.0
77.0,56.0,14.414444444444444,29.0,5600.0
123.0,46.0,22.295,26.0,3200.0
170.0,42.0,12.726111111111113,26.0,10000.0
68.0,34.0,10.538055555555555,22.0,9000.0
76.0,65.0,18.583055555555557,9.0,11000.0
83.0,28.0,13.58611111111111,25.0,3200.0
99.0,41.0,12.55,18.0,4000.0
37.0,38.0,17.77111111111111,22.0,6000.0
92.0,64.0,13.778333333333334,15.0,4000.0
140.0,44.0,14.676944444444445,22.0,6000.0
103.0,58.0,16.003888888888888,12.0,4000.0
166.0,53.0,14.842777777777778,24.0,10000.0
72.0,46.0,23.288333333333338,16.0,11000.0
126.0,47.0,15.855555555555556,15.0,3200.0
28.0,42.0,14.34027777777778,22.0,9000.0
83.0,22.0,14.41638888888889,25.0,3200.0
103.0,49.0,10.711944444444445,12.0,4000.0
161.0,53.0,20.952222222222225,24.0,3200.0
151.0,38.0,12.758333333333333,23.0,6000.0
109.0,58.0,15.175555555555556,17.0,4000.0
199.0,50.0,12.0925,24.0,3200.0
221.0,59.0,18.699166666666667,22.0,3200.0
