Event number of finishers,age_at_race,hours,avgtemp,Elevation gain
89,51.0,9.907777777777778,23,6000
201,27.0,16.088055555555556,23,10000
103,43.0,12.427222222222222,12,4000
24,33.0,19.584722222222226,17,6000
40,56.0,16.891666666666666,20,9000
124,50.0,11.633611111111112,9,4000
141,45.0,14.325555555555557,19,10000
66,32.0,14.938611111111111,15,11000
21,54.0,13.64861111111111,20,9000
65,44.0,22.453611111111112,9,11000
97,30.0,15.500277777777775,28,5600
121,27.0,15.658888888888889,18,10000
81,36.0,11.791666666666666,28,5600
151,29.0,13.536944444444444,23,6000
52,46.0,10.85388888888889,13,6000
52,27.0,15.408333333333331,13,6000
81,44.0,15.873333333333331,28,5600
172,39.0,14.981388888888889,22,10000
151,42.0,12.905833333333334,23,6000
103,60.0,13.127777777777778,12,4000
83,42.0,18.487222222222226,28,5600
44,46.0,16.036944444444444,29,5600
126,50.0,13.215,15,3200
103,45.0,21.55611111111111,17,3200
138,38.0,12.047777777777778,23,6000
55,41.0,17.28361111111111,21,11000
221,47.0,18.388333333333332,22,3200
24,36.0,21.191111111111113,17,6000
72,58.0,18.474166666666665,16,11000
138,55.0,10.804444444444444,23,6000
84,47.0,11.809722222222222,10,4000
60,61.0,16.465833333333332,28,5600
172,54.0,13.272222222222222,22,10000
97,38.0,11.960277777777778,28,5600
109,39.0,11.326666666666666,17,4000
97,48.0,17.993055555555557,28,5600
151,37.0,15.730277777777776,23,6000
109,39.0,8.215555555555556,11,4000
159,34.0,11.651944444444444,22,3200
63,25.0,13.653888888888888,21,9000
193,32.0,15.15638888888889,23,3200
159,47.0,15.913055555555555,22,3200
140,25.0,11.370555555555557,19,10000
199,45.0,14.255833333333332,24,3200
102,28.0,15.301388888888887,20,3200
199,42.0,27.16611111111111,24,3200
76,37.0,18.510555555555555,9,11000
63,25.0,21.385833333333338,8,11000
128,55.0,13.568888888888887,21,10000
100,65.0,13.2625,15,4000
17,71.0,19.26555555555555,18,9000
71,45.0,15.3275,12,11000
193,40.0,19.025277777777777,23,3200
79,36.0,16.642222222222223,9,11000
189,46.0,16.366666666666667,21,6000
38,34.0,13.482222222222225,18,6000
102,36.0,17.005,20,3200
67,34.0,19.198888888888888,17,9000
91,35.0,14.376666666666669,28,5600
143,41.0,11.386388888888888,27,10000
124,69.0,27.77861111111111,9,4000
50,32.0,13.29888888888889,18,11000
123,30.0,16.441666666666666,26,3200
128,40.0,13.587777777777776,21,10000
76,35.0,18.989444444444445,9,11000
161,50.0,21.539722222222224,24,3200
170,42.0,11.636388888888888,26,10000
156,53.0,18.821666666666665,23,6000
63,63.0,17.99138888888889,21,9000
100,81.0,14.973611111111111,15,4000
65,30.0,18.63361111111111,9,11000
72,38.0,18.65361111111111,16,11000
109,57.0,17.941666666666666,19,3200
87,54.0,13.114722222222222,11,4000
166,53.0,14.403333333333334,24,10000
126,53.0,16.990277777777777,15,3200
17,32.0,12.626944444444444,18,9000
140,30.0,8.84,22,6000
82,42.0,13.557777777777778,10,11000
156,45.0,15.824166666666668,23,6000
43,34.0,15.317222222222222,23,3200
109,62.0,20.934722222222224,19,3200
83,61.0,15.726666666666668,25,3200
63,62.0,16.190833333333334,21,9000
54,39.0,14.866944444444444,21,11000
193,46.0,17.45888888888889,23,3200
197,30.0,17.051388888888887,18,3200
221,63.0,13.189166666666669,22,3200
100,66.0,13.172222222222222,4,4000
91,35.0,16.863333333333333,28,5600
42,28.0,13.45472222222222,20,6000
156,52.0,13.683333333333334,23,6000
221,47.0,20.0425,22,3200
123,73.0,15.146944444444443,26,3200
201,30.0,13.139722222222222,23,10000
61,44.0,19.46444444444445,21,9000
109,31.0,15.975833333333334,17,4000
61,39.0,15.071111111111112,21,9000
82,42.0,19.57638888888889,10,11000
159,57.0,16.592777777777776,22,3200
26,49.0,20.0975,23,6000
221,44.0,15.481111111111112,22,3200
38,41.0,21.316944444444445,18,6000
57,34.0,16.645833333333332,19,3200
57,48.0,17.821666666666665,24,9000
103,58.0,12.947222222222225,12,4000
166,36.0,13.75611111111111,24,10000
140,41.0,13.857222222222225,22,6000
50,51.0,16.72222222222222,18,9000
146,48.0,10.323611111111113,21,6000
65,41.0,27.61694444444445,9,11000
199,31.0,10.520555555555555,24,3200
100,69.0,16.49277777777778,4,4000
199,45.0,20.630277777777778,24,3200
49,28.0,9.88861111111111,18,6000
221,31.0,16.031388888888888,22,3200
141,41.0,11.468055555555557,19,10000
164,41.0,17.68611111111111,26,6000
199,50.0,12.241666666666667,24,3200
201,36.0,10.391111111111112,23,10000
68,39.0,14.889166666666666,22,9000
97,39.0,13.267777777777775,28,5600
143,61.0,12.648888888888887,27,10000
141,34.0,11.893333333333333,19,10000
161,33.0,13.880833333333332,24,3200
221,55.0,23.626944444444444,22,3200
60,43.0,9.795555555555556,28,5600
126,45.0,15.529444444444444,15,3200
55,28.0,16.448055555555555,21,11000
103,40.0,9.689722222222224,12,4000
66,35.0,17.038888888888888,6,11000
193,53.0,19.3225,23,3200
170,37.0,18.771944444444443,26,10000
76,40.0,24.95888888888889,9,11000
201,30.0,9.446666666666667,23,10000
109,66.0,12.924722222222222,17,4000
102,33.0,18.456666666666667,20,3200
109,27.0,16.13138888888889,19,3200
199,59.0,16.70611111111111,24,3200
221,46.0,14.376666666666669,22,3200
103,63.0,20.950277777777774,17,3200
161,46.0,10.68,24,3200
161,27.0,19.976944444444445,24,3200
161,38.0,10.241111111111111,24,3200
123,39.0,16.10638888888889,26,3200
140,52.0,19.545555555555556,22,6000
66,52.0,13.998611111111112,6,11000
197,62.0,18.48472222222222,18,3200
130,40.0,11.543611111111112,25,10000
21,58.0,11.811666666666667,20,9000
60,28.0,11.465555555555556,28,5600
140,40.0,11.728055555555557,19,10000
79,41.0,24.53638888888889,9,11000
189,46.0,11.234722222222222,21,6000
71,41.0,11.400833333333331,12,11000
199,32.0,12.148888888888887,24,3200
154,45.0,8.91,24,10000
199,57.0,19.169722222222223,24,3200
160,25.0,7.860555555555556,21,6000
103,60.0,12.748055555555556,13,4000
161,56.0,16.0675,24,3200
76,30.0,17.17972222222222,9,11000
201,38.0,11.858333333333333,23,10000
140,50.0,12.489444444444445,22,6000
126,30.0,14.128055555555555,15,3200
159,58.0,13.534166666666666,22,3200
128,30.0,10.95,21,10000
128,49.0,14.258055555555556,21,10000
92,64.0,13.319166666666666,15,4000
63,46.0,15.880833333333332,21,9000
102,46.0,20.095277777777778,20,3200
71,41.0,14.786944444444444,12,11000
17,47.0,18.502222222222223,18,9000
166,47.0,11.770555555555555,24,10000
102,56.0,16.750555555555554,20,3200
97,42.0,14.348888888888888,18,3200
138,40.0,9.264444444444443,23,6000
54,57.0,21.59777777777778,21,11000
124,52.0,17.75611111111111,9,4000
166,46.0,17.58138888888889,24,10000
84,62.0,10.495833333333334,10,4000
61,37.0,13.525277777777776,21,9000
161,47.0,15.7075,24,3200
97,53.0,17.6825,18,3200
140,56.0,9.839444444444444,22,6000
82,57.0,21.266111111111112,10,11000
154,36.0,8.585277777777778,24,10000
161,44.0,16.3625,24,3200
138,24.0,7.411388888888889,23,6000
50,53.0,16.711666666666666,18,9000
166,48.0,15.679444444444444,24,10000
172,48.0,12.265833333333331,22,10000
199,33.0,17.10638888888889,24,3200
140,53.0,18.852777777777774,22,6000
103,46.0,13.915,12,4000
121,49.0,11.631388888888887,18,10000
172,30.0,15.489166666666666,22,10000
75,51.0,18.505555555555556,17,6000
121,50.0,15.376944444444444,18,10000
57,52.0,22.057222222222222,19,3200
102,40.0,14.05888888888889,20,3200
172,39.0,15.108611111111111,22,10000
100,36.0,9.643888888888888,4,4000
140,34.0,14.384166666666667,19,10000
193,42.0,21.0225,23,3200
63,31.0,12.611666666666666,21,9000
197,39.0,11.834722222222222,18,3200
189,54.0,12.366666666666667,21,6000
72,44.0,16.432777777777776,16,11000
126,47.0,17.361944444444443,15,3200
201,39.0,15.231111111111112,23,10000
166,52.0,15.075,24,10000
164,39.0,12.062777777777775,26,6000
128,58.0,13.632777777777775,21,10000
166,43.0,8.649722222222222,24,10000
109,61.0,11.207777777777778,17,4000
109,41.0,13.131388888888887,19,3200
100,46.0,10.945,4,4000
84,52.0,11.9525,10,4000
81,56.0,17.258333333333333,28,5600
103,54.0,14.66388888888889,17,3200
189,52.0,11.533611111111112,21,6000
189,43.0,14.100277777777778,21,6000
189,53.0,10.70111111111111,21,6000
89,42.0,12.649722222222222,23,6000
100,72.0,14.867222222222225,15,4000
197,49.0,14.589444444444444,18,3200
160,36.0,12.005833333333332,21,6000
123,46.0,17.389722222222222,26,3200
130,47.0,17.10861111111111,25,10000
201,37.0,9.953333333333331,23,10000
143,25.0,9.198333333333334,27,10000
124,33.0,16.22,9,4000
63,39.0,15.886388888888888,8,11000
80,57.0,13.895,28,5600
109,35.0,9.169444444444444,11,4000
138,58.0,12.846666666666666,23,6000
65,47.0,13.429444444444444,9,11000
14,41.0,13.355555555555556,19,6000
138,43.0,18.825,23,6000
103,50.0,13.18361111111111,13,4000
193,43.0,18.414722222222224,23,3200
164,46.0,10.957777777777778,26,6000
221,64.0,19.077222222222225,22,3200
164,27.0,10.526388888888889,26,6000
60,44.0,16.050833333333333,27,5600
91,43.0,15.886388888888888,28,5600
109,63.0,13.389722222222222,17,4000
99,54.0,11.113333333333332,18,4000
82,42.0,13.5975,10,11000
83,35.0,10.817222222222222,25,3200
159,48.0,18.337777777777777,22,3200
124,60.0,12.220833333333331,9,4000
221,51.0,11.721388888888889,22,3200
146,29.0,12.780277777777778,21,6000
61,39.0,14.026111111111112,21,9000
66,41.0,18.023055555555555,15,11000
199,60.0,15.004722222222222,24,3200
40,51.0,22.79694444444445,20,9000
201,57.0,15.011111111111113,23,10000
66,50.0,10.366944444444444,6,11000
109,62.0,24.870833333333337,19,3200
54,39.0,21.38361111111111,21,11000
141,38.0,13.041666666666666,19,10000
57,46.0,19.31833333333333,19,3200
123,42.0,18.064444444444444,26,3200
109,38.0,13.210555555555556,11,4000
79,24.0,10.089166666666667,9,11000
201,53.0,15.664444444444444,23,10000
151,46.0,15.3775,23,6000
138,42.0,15.117222222222225,23,6000
151,50.0,14.6575,23,6000
100,36.0,11.4125,15,4000
156,23.0,14.513055555555557,23,6000
97,27.0,14.565833333333334,18,3200
65,39.0,21.860555555555557,9,11000
140,57.0,13.645277777777778,19,10000
140,41.0,11.106944444444444,19,10000
201,38.0,15.945277777777775,23,10000
189,38.0,11.600833333333334,21,6000
100,59.0,28.68,15,4000
189,32.0,9.290555555555557,21,6000
81,48.0,14.552222222222222,28,5600
65,47.0,20.815833333333337,9,11000
159,49.0,16.44388888888889,22,3200
170,36.0,17.23472222222222,26,10000
199,47.0,13.544722222222225,24,3200
189,49.0,16.734166666666667,21,6000
87,70.0,14.034444444444444,11,4000
140,44.0,9.899444444444445,19,10000
172,50.0,11.374444444444444,22,10000
164,45.0,17.323611111111113,26,6000
197,54.0,14.96888888888889,18,3200
60,66.0,14.259722222222225,28,5600
221,49.0,17.360555555555557,22,3200
128,41.0,15.801666666666666,21,10000
109,68.0,13.545,17,4000
154,39.0,9.69361111111111,24,10000
103,31.0,13.341388888888888,12,4000
97,35.0,13.756388888888887,18,3200
121,34.0,15.653888888888888,18,10000
89,32.0,11.667222222222222,23,6000
221,32.0,25.400555555555556,22,3200
102,48.0,18.05611111111111,20,3200
75,26.0,19.1425,17,6000
193,60.0,17.869444444444444,23,3200
100,60.0,14.171111111111111,15,4000
63,24.0,16.843333333333334,8,11000
60,29.0,17.249166666666667,28,5600
72,51.0,20.4775,16,11000
140,39.0,12.418055555555556,22,6000
121,71.0,14.707222222222224,18,10000
103,48.0,8.765555555555556,12,4000
84,75.0,14.818333333333332,10,4000
89,57.0,12.325833333333334,23,6000
141,31.0,12.648888888888887,19,10000
124,48.0,9.201944444444443,9,4000
103,56.0,10.352222222222222,13,4000
221,64.0,15.104166666666666,22,3200
80,34.0,9.350555555555555,28,5600
121,43.0,10.352222222222222,18,10000
161,43.0,23.770555555555557,24,3200
100,43.0,11.16611111111111,4,4000
103,52.0,16.22861111111111,17,3200
201,45.0,12.343333333333334,23,10000
121,50.0,16.154166666666665,18,10000
126,30.0,13.805,15,3200
138,36.0,9.77138888888889,23,6000
109,38.0,10.12,19,3200
121,47.0,12.234166666666669,18,10000
123,32.0,27.431944444444444,26,3200
197,37.0,13.938055555555556,18,3200
84,16.0,14.602222222222222,10,4000
58,51.0,11.620833333333334,22,6000
76,49.0,22.685277777777777,9,11000
126,29.0,14.14638888888889,15,3200
201,29.0,11.736944444444443,23,10000
197,28.0,19.342777777777776,18,3200
100,52.0,6.194444444444445,4,4000
57,35.0,11.273055555555556,24,9000
54,48.0,13.693055555555556,21,11000
143,60.0,13.238333333333332,27,10000
68,37.0,11.466388888888888,22,9000
130,31.0,15.945,25,10000
36,45.0,18.63083333333333,27,5600
193,63.0,19.620555555555555,23,3200
156,31.0,16.04111111111111,23,6000
71,35.0,12.001111111111111,12,11000
172,32.0,15.436111111111112,22,10000
102,51.0,17.927777777777777,20,3200
75,57.0,15.80638888888889,17,6000
156,45.0,16.908055555555556,23,6000
66,34.0,10.17388888888889,6,11000
172,54.0,14.438333333333333,22,10000
102,25.0,17.080555555555556,20,3200
72,34.0,15.562777777777775,16,11000
103,51.0,11.955555555555556,13,4000
63,59.0,19.768055555555556,8,11000
20,41.0,17.278333333333332,22,9000
201,34.0,10.45472222222222,23,10000
58,42.0,14.351666666666668,22,6000
130,38.0,11.898055555555556,25,10000
97,31.0,15.003333333333334,18,3200
68,58.0,14.235555555555557,22,9000
68,49.0,18.446666666666665,22,9000
108,34.0,13.305833333333334,22,6000
57,36.0,10.74611111111111,24,9000
189,37.0,9.867777777777778,21,6000
126,44.0,15.776666666666667,15,3200
109,38.0,12.060555555555556,19,3200
128,42.0,10.470277777777778,21,10000
159,44.0,21.393055555555556,22,3200
109,45.0,11.313055555555556,11,4000
83,38.0,21.97861111111111,25,3200
103,63.0,13.000277777777775,13,4000
221,42.0,12.655555555555557,22,3200
50,58.0,16.213333333333335,18,9000
75,40.0,13.7775,17,6000
201,61.0,13.546111111111111,23,10000
161,41.0,18.42888888888889,24,3200
154,48.0,15.12861111111111,24,10000
156,53.0,9.916666666666666,23,6000
197,52.0,17.163333333333334,18,3200
199,34.0,13.476944444444444,24,3200
161,30.0,21.468888888888888,24,3200
63,50.0,14.755,8,11000
100,51.0,10.598333333333333,4,4000
166,47.0,10.798333333333334,24,10000
151,69.0,17.657777777777778,23,6000
143,44.0,13.436111111111112,27,10000
83,30.0,12.935277777777776,28,5600
154,41.0,12.521666666666668,24,10000
126,40.0,16.3125,15,3200
201,53.0,14.789166666666668,23,10000
156,30.0,13.165555555555557,23,6000
193,66.0,20.644166666666667,23,3200
159,30.0,14.549722222222222,22,3200
128,33.0,11.754722222222222,21,10000
146,46.0,13.078888888888889,21,6000
60,33.0,13.448888888888888,27,5600
109,75.0,19.379722222222224,19,3200
99,45.0,12.416944444444445,18,4000
55,32.0,13.13111111111111,28,5600
38,42.0,18.470277777777778,18,6000
221,42.0,16.004444444444445,22,3200
193,57.0,17.97111111111111,23,3200
166,42.0,16.151944444444446,24,10000
164,45.0,11.362777777777778,26,6000
166,46.0,12.635277777777778,24,10000
154,39.0,11.728333333333332,24,10000
97,40.0,11.867777777777778,28,5600
14,65.0,15.418611111111112,23,9000
61,65.0,18.7475,21,9000
189,33.0,14.100555555555555,21,6000
172,37.0,10.676666666666666,22,10000
170,43.0,15.148888888888887,26,10000
170,48.0,16.023611111111112,26,10000
89,29.0,10.5075,23,6000
55,31.0,14.132777777777775,28,5600
141,44.0,11.876111111111111,19,10000
34,21.0,10.545,22,6000
35,35.0,22.47972222222222,13,6000
201,50.0,11.891388888888889,23,10000
84,36.0,10.702222222222222,10,4000
58,37.0,9.117777777777778,22,6000
68,30.0,16.741944444444446,22,9000
126,44.0,13.173055555555557,15,3200
83,40.0,14.49611111111111,28,5600
81,53.0,12.555555555555555,28,5600
89,50.0,12.73611111111111,23,6000
193,25.0,21.998333333333335,23,3200
55,41.0,15.788055555555555,26,9000
54,54.0,19.664166666666667,21,11000
130,49.0,11.091944444444444,25,10000
57,46.0,11.886111111111113,24,9000
89,43.0,13.151111111111112,23,6000
55,39.0,19.434166666666663,21,11000
99,28.0,8.091944444444444,18,4000
130,60.0,16.406944444444445,25,10000
109,31.0,10.353333333333332,17,4000
63,37.0,14.26722222222222,21,9000
221,46.0,25.669444444444444,22,3200
201,37.0,16.449444444444445,23,10000
128,50.0,15.01722222222222,21,10000
35,47.0,20.869444444444444,13,6000
141,52.0,13.778888888888888,19,10000
221,33.0,19.321666666666665,22,3200
80,55.0,14.930833333333334,28,5600
109,61.0,19.56861111111111,19,3200
102,26.0,12.913055555555555,20,3200
75,53.0,16.18,17,6000
170,46.0,17.43111111111111,26,10000
151,34.0,12.915555555555557,23,6000
109,29.0,12.690555555555555,17,4000
143,34.0,13.842777777777778,27,10000
103,45.0,17.692222222222224,17,3200
108,40.0,11.371944444444445,22,6000
221,36.0,10.81611111111111,22,3200
103,49.0,13.123333333333331,12,4000
123,54.0,26.76222222222222,26,3200
221,59.0,13.410833333333333,22,3200
100,48.0,11.05888888888889,4,4000
154,38.0,10.748888888888889,24,10000
89,21.0,14.820833333333333,23,6000
121,44.0,9.666944444444445,18,10000
54,38.0,16.27,21,11000
109,60.0,11.716666666666669,11,4000
160,39.0,14.734444444444444,21,6000
103,71.0,12.5525,12,4000
28,56.0,18.145833333333332,22,9000
83,41.0,14.198611111111113,28,5600
146,71.0,22.195833333333333,21,6000
109,59.0,16.67972222222222,19,3200
221,38.0,14.843055555555557,22,3200
54,49.0,20.41861111111111,21,11000
140,42.0,14.496944444444445,22,6000
14,46.0,13.741388888888888,23,9000
160,26.0,12.946111111111112,21,6000
221,43.0,15.256944444444445,22,3200
189,29.0,9.356111111111112,21,6000
76,45.0,13.515833333333331,9,11000
161,21.0,8.544722222222223,24,3200
61,38.0,17.425555555555555,21,9000
92,60.0,13.507777777777775,15,4000
40,35.0,14.008888888888889,20,9000
201,42.0,12.4,23,10000
164,55.0,14.707777777777778,26,6000
97,52.0,17.233055555555556,28,5600
126,21.0,14.775,15,3200
159,47.0,13.65277777777778,22,3200
36,49.0,17.72388888888889,27,5600
52,65.0,18.110555555555557,13,6000
193,53.0,19.013333333333332,23,3200
89,25.0,12.67027777777778,23,6000
80,47.0,16.244722222222222,28,5600
159,66.0,20.352222222222224,22,3200
58,49.0,13.455833333333333,28,5600
102,32.0,17.104166666666668,20,3200
138,68.0,18.704166666666666,23,6000
160,32.0,9.098888888888888,21,6000
37,42.0,13.756666666666666,22,6000
99,23.0,10.733333333333333,18,4000
156,40.0,18.845833333333335,23,6000
109,66.0,13.279444444444444,17,4000
50,43.0,18.2675,18,11000
58,40.0,15.394166666666669,28,5600
166,47.0,11.905,24,10000
100,59.0,13.59,4,4000
201,49.0,12.239444444444445,23,10000
141,44.0,13.624166666666667,19,10000
164,32.0,11.930833333333334,26,6000
67,43.0,14.606944444444444,17,9000
100,24.0,11.105,4,4000
151,58.0,14.955555555555556,23,6000
140,41.0,8.154166666666667,19,10000
89,46.0,10.322777777777778,23,6000
103,52.0,12.951944444444443,17,3200
89,36.0,11.23611111111111,23,6000
143,39.0,12.488888888888887,27,10000
199,29.0,14.629444444444443,24,3200
60,45.0,14.223888888888888,27,5600
109,44.0,14.178611111111111,19,3200
161,41.0,17.217222222222222,24,3200
40,57.0,18.39361111111111,20,9000
193,59.0,20.26861111111111,23,3200
49,50.0,14.9975,10,11000
97,41.0,16.764722222222222,28,5600
38,40.0,18.689722222222223,18,6000
160,54.0,12.783055555555556,21,6000
109,65.0,13.072777777777778,11,4000
103,60.0,13.741944444444444,13,4000
79,41.0,15.796111111111111,9,11000
57,40.0,17.63083333333333,19,3200
151,46.0,13.403611111111111,23,6000
123,42.0,11.085277777777778,26,3200
164,48.0,15.806666666666668,26,6000
166,53.0,13.686388888888889,24,10000
63,46.0,15.965833333333334,8,11000
54,25.0,10.700277777777778,21,11000
166,57.0,16.883333333333333,24,10000
103,48.0,10.8575,13,4000
14,65.0,18.2375,23,9000
20,42.0,18.68777777777778,22,9000
124,57.0,14.4675,9,4000
83,41.0,17.753055555555555,28,5600
161,41.0,18.333055555555557,24,3200
99,77.0,16.865833333333335,18,4000
57,34.0,15.640833333333331,24,9000
172,56.0,16.113055555555555,22,10000
154,49.0,16.177777777777777,24,10000
68,44.0,18.10361111111111,22,9000
143,40.0,11.037777777777778,27,10000
128,32.0,12.612222222222222,21,10000
166,48.0,14.684444444444445,24,10000
55,28.0,10.501111111111111,26,9000
160,23.0,12.540833333333332,21,6000
58,58.0,16.352222222222224,28,5600
92,46.0,7.205277777777778,15,4000
52,48.0,19.453333333333333,13,6000
92,35.0,12.669166666666667,15,4000
124,77.0,14.505277777777778,9,4000
146,46.0,12.280277777777778,21,6000
103,57.0,15.702222222222222,17,3200
121,39.0,10.6075,18,10000
197,40.0,16.691388888888888,18,3200
189,43.0,13.516944444444444,21,6000
159,46.0,14.384722222222225,22,3200
66,38.0,10.644444444444444,6,11000
130,29.0,14.622777777777776,25,10000
156,37.0,12.5625,23,6000
201,28.0,13.451944444444443,23,10000
193,36.0,14.511944444444444,23,3200
123,25.0,20.363055555555555,26,3200
99,24.0,11.496666666666666,18,4000
42,36.0,16.019166666666667,20,6000
78,25.0,11.5725,19,4000
103,9.0,27.76861111111111,17,3200
109,69.0,12.601111111111113,11,4000
