Event number of finishers,age_at_race,hours,avgtemp,Elevation gain
79,38.0,25.03527777777778,9,11000
138,36.0,9.82611111111111,23,6000
166,31.0,12.050555555555556,24,10000
38,35.0,26.183888888888887,18,6000
154,40.0,8.741111111111111,24,10000
91,46.0,18.46527777777778,28,5600
78,51.0,12.922777777777778,19,4000
109,59.0,11.109444444444444,17,4000
43,50.0,18.940555555555555,23,3200
189,50.0,14.651388888888889,21,6000
77,33.0,12.786666666666669,29,5600
55,40.0,13.436666666666667,28,5600
58,20.0,10.507222222222222,22,6000
221,44.0,15.716666666666669,22,3200
221,52.0,23.532777777777778,22,3200
38,54.0,18.488333333333333,18,6000
52,42.0,22.986944444444443,13,6000
103,45.0,12.586944444444445,17,3200
60,52.0,17.4,28,5600
83,35.0,13.283333333333331,28,5600
159,38.0,16.736666666666668,22,3200
60,60.0,15.251388888888888,27,5600
189,25.0,10.483333333333333,21,6000
92,33.0,12.36888888888889,15,4000
103,33.0,14.2325,17,3200
221,39.0,13.071111111111112,22,3200
65,50.0,25.974444444444444,9,11000
166,30.0,10.736944444444443,24,10000
102,65.0,18.940833333333337,20,3200
82,49.0,24.50583333333333,10,11000
130,57.0,15.97,25,10000
140,53.0,17.115555555555556,22,6000
63,53.0,15.158888888888889,21,9000
89,49.0,14.741666666666667,23,6000
146,42.0,10.112777777777778,21,6000
146,42.0,16.343611111111112,21,6000
109,49.0,9.797777777777778,11,4000
91,48.0,17.128888888888888,28,5600
140,43.0,12.734444444444444,19,10000
140,36.0,13.108888888888888,19,10000
99,37.0,14.412222222222224,18,4000
87,47.0,12.578055555555556,11,4000
55,55.0,19.94333333333333,21,11000
91,20.0,13.96888888888889,28,5600
159,46.0,25.802222222222223,22,3200
130,52.0,14.151944444444444,25,10000
201,33.0,10.4925,23,10000
159,33.0,20.912222222222223,22,3200
160,45.0,14.682777777777778,21,6000
166,29.0,13.518055555555556,24,10000
97,53.0,19.371666666666663,28,5600
146,58.0,12.785833333333333,21,6000
146,41.0,11.303333333333333,21,6000
77,27.0,11.711388888888887,29,5600
108,58.0,14.019722222222224,22,6000
102,51.0,15.443888888888887,20,3200
124,50.0,17.339444444444446,9,4000
170,48.0,15.832222222222224,26,10000
60,39.0,17.694444444444443,27,5600
146,47.0,14.139166666666666,21,6000
108,47.0,14.571111111111112,22,6000
159,40.0,14.088888888888889,22,3200
140,40.0,11.912222222222224,22,6000
108,51.0,11.94361111111111,22,6000
79,57.0,19.191666666666663,9,11000
76,35.0,17.90111111111111,9,11000
126,55.0,20.919722222222223,15,3200
63,43.0,16.175,8,11000
108,33.0,15.303888888888888,22,6000
54,52.0,18.184444444444445,21,11000
80,43.0,11.789166666666668,28,5600
55,45.0,14.571388888888889,21,11000
103,54.0,15.084444444444443,17,3200
159,39.0,16.018055555555556,22,3200
189,26.0,10.0,21,6000
156,47.0,12.136944444444444,23,6000
159,43.0,18.8125,22,3200
66,48.0,25.52,15,11000
108,39.0,12.638055555555557,22,6000
81,40.0,17.197222222222223,28,5600
166,41.0,15.601944444444444,24,10000
87,39.0,11.979444444444445,11,4000
79,38.0,15.524722222222222,9,11000
170,29.0,15.380277777777778,26,10000
221,40.0,12.401666666666667,22,3200
221,43.0,13.18361111111111,22,3200
166,25.0,12.542777777777776,24,10000
172,39.0,14.341388888888888,22,10000
99,33.0,12.840555555555556,18,4000
87,59.0,13.4725,11,4000
146,52.0,12.828611111111112,21,6000
43,27.0,16.65,23,3200
130,49.0,14.90972222222222,25,10000
108,24.0,13.649444444444445,22,6000
36,56.0,18.65888888888889,27,5600
170,54.0,15.558333333333334,26,10000
71,50.0,14.548055555555557,12,11000
100,50.0,9.639444444444443,4,4000
124,32.0,12.325555555555557,9,4000
75,50.0,19.093333333333337,17,6000
103,48.0,9.918333333333331,12,4000
103,45.0,13.18388888888889,13,4000
170,30.0,18.495555555555555,26,10000
103,29.0,10.444722222222222,12,4000
100,52.0,11.011111111111113,4,4000
83,55.0,18.060555555555556,28,5600
103,45.0,17.233888888888888,17,3200
55,62.0,21.10333333333333,21,11000
109,59.0,14.822222222222225,11,4000
140,42.0,16.121388888888887,19,10000
49,47.0,23.857222222222223,10,11000
66,29.0,12.130833333333332,6,11000
82,44.0,20.281666666666663,10,11000
123,47.0,14.15611111111111,26,3200
199,51.0,13.738888888888887,24,3200
92,48.0,10.934444444444445,15,4000
35,36.0,17.00777777777778,13,6000
109,65.0,13.713611111111112,11,4000
164,45.0,10.46111111111111,26,6000
97,39.0,14.2825,28,5600
97,47.0,15.29138888888889,18,3200
156,32.0,10.78472222222222,23,6000
201,44.0,10.480555555555556,23,10000
60,46.0,14.16638888888889,28,5600
138,43.0,11.613055555555556,23,6000
58,25.0,15.831388888888888,28,5600
140,42.0,21.123055555555556,22,6000
172,38.0,11.495833333333334,22,10000
197,53.0,22.764722222222225,18,3200
146,31.0,7.074166666666667,21,6000
121,48.0,11.596666666666666,18,10000
38,44.0,21.79888888888889,18,6000
160,33.0,12.002222222222224,21,6000
141,28.0,13.358611111111111,19,10000
121,48.0,10.929166666666667,18,10000
63,40.0,11.841388888888888,8,11000
57,29.0,10.894444444444444,24,9000
75,45.0,16.3175,17,6000
42,34.0,15.821111111111112,20,6000
67,54.0,16.70777777777778,17,9000
170,46.0,11.921388888888888,26,10000
189,37.0,11.633611111111112,21,6000
170,65.0,17.678333333333335,26,10000
103,27.0,9.103055555555557,12,4000
49,59.0,19.759722222222223,10,11000
199,36.0,21.185,24,3200
78,44.0,13.305555555555555,19,4000
124,32.0,14.585555555555556,9,4000
36,36.0,15.095555555555556,27,5600
89,35.0,11.928888888888888,23,6000
121,52.0,13.51722222222222,18,10000
108,42.0,7.878888888888889,22,6000
67,40.0,11.218333333333334,17,9000
123,49.0,18.126666666666665,26,3200
80,59.0,16.139166666666668,28,5600
197,38.0,13.975833333333334,18,3200
100,43.0,10.7825,15,4000
55,33.0,13.3325,28,5600
126,35.0,16.898611111111112,15,3200
55,33.0,15.045833333333333,21,11000
77,59.0,16.43777777777778,29,5600
160,57.0,14.246666666666666,21,6000
38,28.0,15.602777777777778,18,6000
128,41.0,10.205,21,10000
38,51.0,20.31305555555555,18,6000
40,36.0,11.699722222222222,28,5600
140,52.0,15.268611111111111,22,6000
128,32.0,10.813055555555556,21,10000
35,41.0,17.727222222222224,13,6000
100,52.0,14.017777777777775,4,4000
36,44.0,12.537222222222224,27,5600
100,38.0,9.693333333333332,15,4000
89,34.0,13.028611111111111,23,6000
141,44.0,12.501944444444444,19,10000
78,52.0,13.296388888888888,19,4000
100,67.0,9.912777777777778,15,4000
72,29.0,16.724166666666665,16,11000
123,40.0,23.533055555555556,26,3200
54,54.0,22.41027777777778,21,11000
199,43.0,9.613333333333332,24,3200
71,41.0,12.426388888888887,12,11000
128,43.0,16.3925,21,10000
154,32.0,12.17388888888889,24,10000
189,36.0,10.26722222222222,21,6000
201,34.0,18.166666666666668,23,10000
68,37.0,13.48611111111111,22,9000
156,41.0,9.30638888888889,23,6000
199,46.0,17.412222222222223,24,3200
130,32.0,13.75361111111111,25,10000
154,42.0,11.356388888888889,24,10000
121,40.0,10.235833333333334,18,10000
128,40.0,16.00138888888889,21,10000
199,40.0,24.146944444444443,24,3200
193,31.0,17.227777777777778,23,3200
197,62.0,11.743611111111113,18,3200
164,35.0,15.989722222222222,26,6000
81,59.0,15.849444444444444,28,5600
109,72.0,11.884166666666667,11,4000
124,33.0,6.924722222222222,9,4000
103,31.0,13.104722222222222,13,4000
100,30.0,12.521666666666668,15,4000
55,31.0,11.423055555555557,26,9000
99,48.0,11.379444444444443,18,4000
49,32.0,17.64472222222222,18,6000
63,38.0,12.640833333333331,21,9000
66,36.0,10.049166666666666,6,11000
109,43.0,16.523611111111112,17,4000
87,42.0,11.607222222222225,11,4000
82,57.0,20.22222222222222,10,11000
141,52.0,13.051111111111112,19,10000
138,48.0,9.614444444444445,23,6000
160,36.0,10.289444444444444,21,6000
37,50.0,22.885,22,6000
100,60.0,13.019722222222224,15,4000
14,52.0,13.792222222222222,19,6000
61,53.0,19.4875,21,9000
82,54.0,23.24361111111111,10,11000
128,32.0,10.92388888888889,21,10000
138,28.0,13.613055555555556,23,6000
14,59.0,22.40111111111111,19,6000
164,51.0,13.114166666666666,26,6000
140,62.0,16.17972222222222,19,10000
154,43.0,14.237222222222222,24,10000
103,41.0,20.46388888888889,17,3200
102,37.0,13.140277777777778,20,3200
57,21.0,11.081944444444444,19,3200
100,46.0,15.155277777777778,4,4000
68,38.0,19.33416666666667,22,9000
58,52.0,12.248055555555556,22,6000
97,39.0,17.504722222222224,28,5600
109,41.0,8.621944444444445,11,4000
79,52.0,19.604166666666668,9,11000
143,38.0,11.30888888888889,27,10000
201,32.0,13.354444444444445,23,10000
161,44.0,12.727777777777778,24,3200
172,55.0,17.529166666666665,22,10000
97,64.0,15.518611111111111,28,5600
78,55.0,11.43361111111111,19,4000
159,52.0,19.454722222222223,22,3200
100,44.0,8.871666666666666,4,4000
83,49.0,17.510277777777777,28,5600
123,56.0,17.2975,26,3200
141,55.0,15.887777777777778,19,10000
55,67.0,16.56972222222222,26,9000
91,43.0,12.904444444444444,28,5600
164,43.0,11.261944444444444,26,6000
103,35.0,11.984722222222222,17,3200
170,45.0,12.256944444444445,26,10000
75,38.0,24.012777777777774,17,6000
35,51.0,21.179166666666667,13,6000
154,32.0,15.616666666666667,24,10000
141,48.0,9.999444444444444,19,10000
172,45.0,13.881944444444445,22,10000
189,36.0,12.416944444444445,21,6000
76,48.0,22.176388888888887,9,11000
164,48.0,13.02111111111111,26,6000
100,57.0,9.149444444444445,15,4000
10,35.0,11.472777777777775,12,6000
146,37.0,7.94,21,6000
100,66.0,13.75388888888889,15,4000
161,54.0,19.64,24,3200
52,44.0,15.423333333333334,13,6000
82,62.0,21.721944444444443,10,11000
108,51.0,12.958333333333334,22,6000
79,45.0,18.016111111111112,9,11000
193,35.0,15.613611111111112,23,3200
79,66.0,20.5025,9,11000
67,57.0,17.831944444444446,17,9000
103,70.0,12.077222222222222,12,4000
140,62.0,16.181944444444444,19,10000
172,42.0,14.887222222222222,22,10000
189,42.0,12.734166666666669,21,6000
154,44.0,13.413055555555555,24,10000
79,54.0,20.428055555555556,9,11000
78,56.0,13.064722222222224,19,4000
156,46.0,11.577777777777778,23,6000
79,41.0,13.969166666666666,9,11000
50,38.0,11.101666666666668,18,9000
97,49.0,15.368611111111113,18,3200
166,39.0,12.522222222222222,24,10000
103,44.0,9.068888888888887,12,4000
92,42.0,11.756666666666666,15,4000
35,36.0,14.413333333333334,13,6000
87,45.0,12.697777777777778,11,4000
121,51.0,16.57027777777778,18,10000
221,64.0,17.6925,22,3200
89,40.0,11.502777777777778,23,6000
164,47.0,13.046666666666669,26,6000
72,35.0,9.839722222222225,16,11000
123,40.0,15.234444444444444,26,3200
102,39.0,17.16138888888889,20,3200
130,53.0,14.031666666666666,25,10000
130,40.0,13.029166666666669,25,10000
121,48.0,12.822222222222225,18,10000
87,56.0,11.753055555555555,11,4000
49,43.0,17.103055555555557,18,6000
92,39.0,10.362222222222222,15,4000
221,50.0,19.301388888888887,22,3200
166,57.0,12.676111111111112,24,10000
170,30.0,15.386944444444444,26,10000
154,35.0,13.854166666666666,24,10000
76,41.0,18.651666666666667,9,11000
79,39.0,20.697222222222223,9,11000
166,34.0,11.44,24,10000
97,65.0,19.170277777777777,18,3200
130,71.0,16.719166666666666,25,10000
89,43.0,12.338888888888889,23,6000
199,47.0,14.448055555555555,24,3200
189,33.0,8.742777777777778,21,6000
66,46.0,17.39611111111111,6,11000
146,28.0,12.321944444444444,21,6000
124,57.0,12.87888888888889,9,4000
55,36.0,15.230555555555556,28,5600
103,44.0,14.87,17,3200
100,35.0,11.135833333333334,4,4000
49,61.0,18.525833333333335,18,6000
76,67.0,19.441666666666663,9,11000
102,38.0,10.650833333333331,20,3200
201,29.0,13.56,23,10000
201,51.0,10.90277777777778,23,10000
109,48.0,23.261944444444445,19,3200
221,41.0,16.608888888888888,22,3200
42,52.0,15.158611111111112,20,6000
103,38.0,11.520555555555555,13,4000
36,37.0,15.849722222222224,27,5600
164,33.0,10.951944444444443,26,6000
108,40.0,11.216666666666669,22,6000
91,35.0,14.247777777777776,28,5600
92,42.0,11.3325,15,4000
166,46.0,13.401666666666667,24,10000
123,43.0,20.654166666666665,26,3200
159,29.0,21.30027777777778,22,3200
49,31.0,18.85333333333333,10,11000
159,28.0,9.573888888888888,22,3200
89,27.0,11.813888888888888,23,6000
156,53.0,10.323333333333334,23,6000
61,40.0,12.434444444444445,21,9000
156,38.0,13.575,23,6000
201,41.0,14.354444444444445,23,10000
97,40.0,16.281388888888888,28,5600
81,41.0,15.9625,28,5600
100,51.0,11.116388888888888,15,4000
50,52.0,18.583055555555557,18,9000
160,36.0,11.518888888888888,21,6000
28,53.0,16.971944444444443,22,9000
61,45.0,14.835277777777778,21,9000
126,35.0,13.903611111111111,15,3200
35,41.0,19.29138888888889,13,6000
172,42.0,13.861666666666666,22,10000
154,26.0,11.481111111111112,24,10000
83,50.0,13.963611111111112,25,3200
103,36.0,9.356944444444444,13,4000
58,57.0,12.946666666666667,22,6000
160,61.0,11.350555555555555,21,6000
103,46.0,7.6369444444444445,12,4000
109,45.0,15.179722222222225,19,3200
66,51.0,15.202777777777778,15,11000
160,48.0,10.83388888888889,21,6000
140,44.0,15.936944444444444,19,10000
103,47.0,9.75388888888889,17,3200
189,32.0,11.284444444444444,21,6000
160,54.0,12.423055555555557,21,6000
87,52.0,11.00361111111111,11,4000
71,47.0,21.13277777777778,12,11000
121,53.0,9.185,18,10000
140,57.0,13.610555555555557,19,10000
199,60.0,18.06388888888889,24,3200
55,65.0,18.740555555555556,26,9000
83,30.0,12.935277777777776,28,5600
199,58.0,19.195833333333333,24,3200
130,55.0,14.706111111111111,25,10000
189,41.0,10.084444444444443,21,6000
40,61.0,16.683333333333334,20,9000
67,38.0,17.83361111111111,17,9000
166,31.0,12.113055555555556,24,10000
126,54.0,13.358055555555556,15,3200
156,26.0,13.166666666666666,23,6000
76,57.0,17.544722222222223,9,11000
68,54.0,14.395277777777778,22,9000
156,46.0,11.485555555555557,23,6000
91,53.0,12.594166666666666,28,5600
197,33.0,22.66861111111111,18,3200
109,43.0,18.9225,19,3200
80,57.0,15.601666666666668,28,5600
161,39.0,15.044166666666667,24,3200
128,42.0,9.435,21,10000
172,49.0,12.740277777777775,22,10000
140,38.0,13.037222222222224,22,6000
81,52.0,15.65,28,5600
130,31.0,18.525555555555556,25,10000
140,42.0,11.47638888888889,22,6000
66,28.0,18.023055555555555,15,11000
201,65.0,15.726666666666668,23,10000
124,65.0,14.8875,9,4000
138,60.0,10.202777777777778,23,6000
166,57.0,15.801666666666666,24,10000
201,47.0,13.486944444444443,23,10000
72,63.0,20.78361111111111,16,11000
156,35.0,11.903333333333334,23,6000
54,31.0,10.546388888888888,21,11000
87,53.0,8.852777777777778,11,4000
87,39.0,9.205277777777775,11,4000
151,50.0,13.641944444444444,23,6000
124,55.0,11.493333333333334,9,4000
172,48.0,13.343333333333334,22,10000
40,36.0,14.446944444444444,28,5600
40,61.0,13.31638888888889,28,5600
103,39.0,14.212777777777776,13,4000
57,42.0,10.147777777777778,24,9000
96,39.0,7.795833333333333,12,4000
103,62.0,14.578611111111112,13,4000
109,48.0,11.373611111111112,17,4000
91,31.0,15.907222222222222,28,5600
138,38.0,10.358333333333333,23,6000
146,28.0,11.622777777777776,21,6000
60,43.0,16.055833333333332,28,5600
143,20.0,11.389722222222222,27,10000
99,49.0,12.738888888888887,18,4000
159,58.0,12.168055555555556,22,3200
61,38.0,14.390555555555556,21,9000
154,53.0,11.965833333333334,24,10000
151,32.0,13.006666666666666,23,6000
156,61.0,16.827222222222222,23,6000
143,52.0,15.5975,27,10000
103,47.0,11.182222222222222,12,4000
84,60.0,16.77722222222222,10,4000
140,55.0,12.073055555555555,22,6000
57,49.0,12.705555555555556,24,9000
50,41.0,12.158611111111112,18,9000
63,59.0,18.136944444444445,21,9000
63,49.0,14.266666666666667,8,11000
123,40.0,22.441388888888888,26,3200
140,28.0,10.276666666666667,19,10000
170,43.0,15.475277777777778,26,10000
75,33.0,16.803055555555556,17,6000
128,33.0,13.209444444444443,21,10000
164,36.0,10.293888888888889,26,6000
156,40.0,11.639722222222222,23,6000
109,47.0,11.932777777777778,11,4000
170,57.0,17.266111111111112,26,10000
108,31.0,10.54,22,6000
55,32.0,12.943888888888887,28,5600
143,43.0,13.353055555555557,27,10000
34,37.0,22.815555555555555,22,6000
143,46.0,17.233333333333334,27,10000
100,70.0,15.299444444444443,15,4000
75,43.0,26.81,17,6000
100,46.0,10.095555555555556,15,4000
197,32.0,19.039444444444445,18,3200
160,21.0,8.716944444444444,21,6000
146,34.0,13.427222222222222,21,6000
103,51.0,11.504444444444443,12,4000
128,29.0,11.3525,21,10000
172,51.0,17.142777777777777,22,10000
159,58.0,14.8075,22,3200
65,54.0,26.858333333333334,9,11000
14,38.0,9.594444444444443,23,9000
97,40.0,12.837222222222222,28,5600
197,34.0,12.400833333333331,18,3200
60,32.0,14.700555555555557,28,5600
57,39.0,16.258333333333333,24,9000
121,37.0,14.3525,18,10000
103,37.0,11.082222222222224,12,4000
91,25.0,17.479444444444443,28,5600
160,40.0,11.014722222222222,21,6000
140,34.0,14.5625,22,6000
109,36.0,11.738333333333332,11,4000
82,33.0,19.33222222222222,10,11000
160,54.0,9.509166666666667,21,6000
57,58.0,16.676944444444445,24,9000
109,35.0,14.290555555555557,19,3200
161,63.0,15.676111111111112,24,3200
89,36.0,12.649444444444445,23,6000
79,48.0,13.761388888888888,9,11000
72,47.0,16.125833333333333,16,11000
21,49.0,14.187777777777775,20,9000
143,47.0,13.72638888888889,27,10000
38,35.0,12.251944444444444,18,6000
160,20.0,13.112222222222222,21,6000
138,34.0,10.975,23,6000
78,45.0,10.551388888888887,19,4000
40,49.0,16.63861111111111,28,5600
140,37.0,15.340833333333334,19,10000
197,49.0,14.868611111111113,18,3200
130,36.0,11.310555555555556,25,10000
91,48.0,15.428888888888888,28,5600
97,34.0,17.701944444444443,18,3200
201,40.0,15.334166666666668,23,10000
193,57.0,13.596666666666666,23,3200
197,33.0,20.127777777777776,18,3200
166,43.0,9.426944444444445,24,10000
80,46.0,16.576944444444443,28,5600
172,41.0,11.329166666666667,22,10000
97,40.0,18.737222222222226,18,3200
143,64.0,13.297222222222222,27,10000
201,33.0,12.758055555555556,23,10000
189,29.0,12.651388888888889,21,6000
75,30.0,15.0575,17,6000
159,39.0,18.574166666666667,22,3200
130,36.0,15.571111111111112,25,10000
40,41.0,10.499444444444444,20,9000
78,36.0,7.557777777777778,19,4000
221,48.0,19.0875,22,3200
26,37.0,25.183055555555555,23,6000
100,60.0,16.38277777777778,15,4000
91,52.0,13.5975,28,5600
193,48.0,15.456111111111111,23,3200
140,37.0,14.830833333333333,22,6000
102,40.0,19.058888888888887,20,3200
141,50.0,13.180277777777778,19,10000
164,50.0,20.444166666666668,26,6000
151,53.0,18.16027777777778,23,6000
17,29.0,16.19472222222222,18,9000
166,36.0,12.399722222222222,24,10000
57,40.0,20.823333333333338,19,3200
58,37.0,14.351666666666668,22,6000
77,55.0,16.648333333333333,29,5600
170,46.0,19.23611111111111,26,10000
78,38.0,8.776666666666667,19,4000
103,75.0,25.601388888888888,17,3200
100,49.0,10.4275,15,4000
63,51.0,17.877777777777776,21,9000
49,75.0,25.419166666666666,18,6000
201,26.0,11.315,23,10000
103,39.0,13.748611111111112,12,4000
172,29.0,12.812777777777775,22,10000
151,51.0,15.829444444444444,23,6000
72,63.0,24.294166666666666,16,11000
141,35.0,13.719166666666666,19,10000
161,44.0,20.337777777777777,24,3200
221,57.0,14.350833333333334,22,3200
130,56.0,12.846388888888889,25,10000
151,34.0,17.09888888888889,23,6000
121,37.0,11.27138888888889,18,10000
164,31.0,17.036944444444444,26,6000
79,55.0,29.70638888888889,9,11000
100,62.0,13.145555555555555,15,4000
140,60.0,15.561388888888889,19,10000
66,51.0,9.9875,6,11000
109,43.0,12.49,17,4000
121,49.0,16.491944444444446,18,10000
197,24.0,13.749444444444444,18,3200
170,38.0,13.461666666666666,26,10000
221,51.0,18.218333333333337,22,3200
10,39.0,12.344166666666666,12,6000
89,59.0,15.624166666666667,23,6000
82,44.0,17.078611111111112,10,11000
170,46.0,11.806944444444444,26,10000
138,46.0,14.343333333333334,23,6000
140,36.0,11.443055555555556,19,10000
172,38.0,12.985,22,10000
68,40.0,13.971388888888889,22,9000
143,58.0,15.597777777777775,27,10000
76,32.0,15.86888888888889,9,11000
103,33.0,9.687222222222225,12,4000
128,36.0,9.69111111111111,21,10000
97,37.0,16.200555555555557,18,3200
189,66.0,14.300555555555556,21,6000
143,45.0,12.2425,27,10000
49,44.0,25.09861111111111,18,6000
143,52.0,13.014444444444443,27,10000
140,39.0,9.130277777777778,19,10000
40,42.0,14.360555555555557,28,5600
160,42.0,13.9975,21,6000
151,28.0,11.061388888888889,23,6000
109,39.0,12.863611111111112,11,4000
161,33.0,15.266111111111112,24,3200
44,59.0,17.094722222222224,29,5600
146,39.0,12.925277777777778,21,6000
100,53.0,11.716111111111111,4,4000
143,28.0,10.45,27,10000
61,51.0,12.250277777777775,21,9000
99,59.0,14.682222222222222,18,4000
161,56.0,12.823333333333334,24,3200
100,74.0,15.616388888888888,4,4000
83,40.0,18.28361111111111,25,3200
221,62.0,19.77861111111111,22,3200
221,36.0,13.370277777777778,22,3200
138,42.0,18.26,23,6000
49,32.0,15.200277777777778,18,6000
103,53.0,17.143055555555556,17,3200
92,42.0,9.859722222222222,15,4000
103,23.0,10.654166666666669,12,4000
151,55.0,16.326666666666668,23,6000
44,36.0,13.466666666666669,29,5600
197,44.0,13.96888888888889,18,3200
138,55.0,13.768055555555556,23,6000
109,33.0,12.23277777777778,11,4000
143,30.0,12.914166666666668,27,10000
89,43.0,11.788611111111113,23,6000
42,53.0,20.785,20,6000
221,43.0,20.323055555555555,22,3200
91,54.0,17.808333333333334,28,5600
103,53.0,17.464166666666667,17,3200
199,40.0,13.331944444444444,24,3200
199,48.0,23.71444444444445,24,3200
160,36.0,13.300555555555556,21,6000
140,33.0,12.632222222222222,19,10000
156,18.0,16.875,23,6000
197,64.0,20.147222222222226,18,3200
201,51.0,15.804444444444444,23,10000
77,46.0,18.05027777777778,29,5600
87,52.0,12.320555555555556,11,4000
156,56.0,12.853333333333332,23,6000
156,34.0,8.666944444444445,23,6000
17,40.0,13.0875,18,9000
44,41.0,16.078055555555554,29,5600
20,45.0,10.936666666666667,22,9000
100,34.0,10.385277777777778,4,4000
36,44.0,18.62527777777778,27,5600
49,42.0,13.03888888888889,10,11000
141,69.0,14.699166666666668,19,10000
38,41.0,16.711388888888887,18,6000
151,54.0,18.994722222222222,23,6000
77,35.0,15.348333333333333,29,5600
50,69.0,17.511666666666667,18,9000
221,40.0,15.477777777777778,22,3200
66,21.0,7.668055555555555,6,11000
141,53.0,14.373333333333331,19,10000
80,40.0,14.443055555555556,28,5600
54,40.0,20.3025,21,11000
166,53.0,15.693333333333332,24,10000
143,54.0,15.597777777777775,27,10000
109,33.0,12.868333333333334,11,4000
124,38.0,10.723611111111111,9,4000
58,51.0,13.602777777777778,28,5600
140,41.0,15.623888888888889,22,6000
128,28.0,12.365277777777775,21,10000
100,47.0,17.572777777777777,15,4000
193,30.0,22.34777777777778,23,3200
38,46.0,13.1325,18,6000
172,45.0,12.914166666666668,22,10000
126,45.0,17.378333333333334,15,3200
97,39.0,13.767777777777775,18,3200
67,51.0,13.658611111111112,17,9000
154,46.0,15.24638888888889,24,10000
189,35.0,13.3675,21,6000
197,55.0,18.88722222222222,18,3200
83,47.0,12.567777777777778,28,5600
221,47.0,14.330833333333333,22,3200
193,55.0,17.915555555555557,23,3200
166,64.0,17.7725,24,10000
21,51.0,16.55611111111111,20,9000
151,32.0,22.675555555555555,23,6000
103,29.0,7.455833333333333,13,4000
124,49.0,11.424166666666666,9,4000
161,39.0,15.115277777777775,24,3200
197,27.0,15.978055555555557,18,3200
80,47.0,18.093611111111112,28,5600
201,52.0,16.888333333333332,23,10000
164,57.0,15.427222222222222,26,6000
109,73.0,16.875,17,4000
193,36.0,15.750277777777775,23,3200
141,35.0,9.400277777777776,19,10000
193,31.0,24.04611111111111,23,3200
44,45.0,12.334444444444443,29,5600
221,47.0,14.634722222222225,22,3200
77,58.0,15.402222222222225,29,5600
193,40.0,20.26555555555555,23,3200
164,43.0,12.033055555555556,26,6000
87,36.0,12.52777777777778,11,4000
143,31.0,12.6,27,10000
154,49.0,11.524722222222222,24,10000
68,55.0,17.899166666666666,22,9000
91,47.0,14.951666666666666,28,5600
44,32.0,12.104444444444445,29,5600
189,39.0,10.950555555555557,21,6000
103,43.0,11.508888888888889,12,4000
221,38.0,19.05361111111111,22,3200
100,26.0,10.952222222222222,15,4000
96,57.0,13.490555555555556,12,4000
58,49.0,12.789444444444444,22,6000
189,26.0,12.316944444444443,21,6000
42,25.0,12.561666666666667,20,6000
124,57.0,13.120277777777778,9,4000
57,36.0,13.659444444444444,24,9000
166,52.0,13.4975,24,10000
193,33.0,15.719722222222222,23,3200
78,60.0,13.117222222222225,19,4000
57,67.0,17.816111111111113,19,3200
199,46.0,18.790555555555557,24,3200
197,41.0,24.06277777777778,18,3200
54,35.0,28.164166666666667,21,11000
103,33.0,13.126944444444444,17,3200
55,39.0,23.70138888888889,21,11000
172,39.0,10.749722222222225,22,10000
71,49.0,25.941388888888888,12,11000
197,58.0,21.14,18,3200
100,55.0,12.948888888888888,15,4000
151,32.0,16.086666666666666,23,6000
170,62.0,17.794444444444444,26,10000
161,63.0,25.12388888888889,24,3200
140,44.0,11.261111111111113,22,6000
166,44.0,13.332222222222224,24,10000
71,33.0,10.1625,12,11000
83,47.0,17.151666666666667,28,5600
199,45.0,15.129166666666666,24,3200
160,34.0,10.684722222222222,21,6000
161,54.0,16.789166666666667,24,3200
201,57.0,29.199166666666667,23,10000
130,46.0,14.858333333333333,25,10000
109,29.0,15.042222222222222,17,4000
172,40.0,14.953888888888889,22,10000
52,43.0,17.940555555555555,13,6000
76,32.0,25.03361111111111,9,11000
97,46.0,15.165,18,3200
103,63.0,12.578611111111112,12,4000
108,46.0,12.679444444444444,22,6000
96,32.0,12.508333333333333,12,4000
40,53.0,16.898888888888887,28,5600
197,39.0,12.864444444444445,18,3200
92,54.0,13.387222222222222,15,4000
124,41.0,12.382222222222222,9,4000
100,32.0,9.929166666666667,4,4000
199,60.0,20.122222222222224,24,3200
156,37.0,14.254166666666666,23,6000
66,31.0,10.306944444444444,6,11000
156,42.0,15.3625,23,6000
166,34.0,14.320277777777775,24,10000
109,55.0,16.669166666666666,19,3200
140,45.0,11.911944444444444,22,6000
193,34.0,9.855277777777776,23,3200
76,51.0,22.685833333333335,9,11000
159,58.0,20.545,22,3200
140,56.0,13.546111111111111,19,10000
92,66.0,13.181111111111113,15,4000
193,40.0,21.460555555555555,23,3200
166,30.0,9.965555555555556,24,10000
189,42.0,13.934444444444445,21,6000
91,51.0,17.695833333333333,28,5600
103,31.0,13.627777777777778,17,3200
138,52.0,10.2575,23,6000
44,66.0,15.213888888888889,29,5600
67,52.0,13.803888888888888,17,9000
97,48.0,16.217222222222222,18,3200
67,55.0,16.05611111111111,17,9000
103,48.0,6.193333333333333,12,4000
161,54.0,16.295,24,3200
57,49.0,15.414444444444444,24,9000
123,64.0,19.29222222222222,26,3200
161,41.0,19.72138888888889,24,3200
84,49.0,12.62888888888889,10,4000
42,35.0,16.483888888888888,20,6000
103,35.0,10.223055555555556,13,4000
164,36.0,13.674444444444443,26,6000
199,41.0,15.724722222222224,24,3200
60,46.0,15.873055555555556,28,5600
141,54.0,15.239444444444445,19,10000
